"id","dt","dist","rel.angle","time1","behav"
1,3600,0.925457746046559,NA,1,1
1,3600,0.306451066127784,-1.01367717081081,2,1
1,3600,1.13975496233977,-3.00187532595556,3,1
1,3600,0.978963815683181,3.04612236803137,4,1
1,3600,1.54961338164585,-1.63386437317747,5,1
1,3600,0.665662191667755,-1.37870630543079,6,1
1,3600,0.510616007818825,-0.500979015982289,7,1
1,3600,0.445762202905445,-1.58412630066049,8,1
1,3600,0.145881737358012,0.377541684551259,9,1
1,3600,0.652000832714939,-1.96022655738809,10,1
1,3600,0.613221632334697,-2.72417566687892,11,1
1,3600,0.710382018502461,2.83584787132645,12,1
1,3600,0.946417366359688,3.13563196985017,13,1
1,3600,0.516002701911684,-2.952436106704,14,1
1,3600,0.749605648646492,2.57816220120795,15,1
1,3600,0.639318547766472,0.223304079769681,16,1
1,3600,0.201383306131987,-1.18998182668697,17,1
1,3600,1.01845219833337,-2.37191517747439,18,1
1,3600,0.227421468434585,-0.9887279085356,19,1
1,3600,0.516994528906077,-2.15954707999471,20,1
1,3600,0.280680155091448,2.54248146549499,21,1
1,3600,0.472903025218584,0.212768269371021,22,1
1,3600,0.121514422918341,-1.09892444014931,23,1
1,3600,0.438478870484453,-3.13795139320386,24,1
1,3600,1.00714742503483,2.41585972001604,25,1
1,3600,0.711614114413606,-1.80895950845778,26,1
1,3600,0.729015545260508,0.201448640240047,27,1
1,3600,1.53995755001144,0.42545056548095,28,1
1,3600,0.668894923754875,-2.7507980898992,29,1
1,3600,0.287257656514161,2.60118875799667,30,1
1,3600,0.17016673951369,-1.63268589404315,31,1
1,3600,0.840569292415469,-3.08009825295837,32,1
1,3600,1.30256713160748,-0.687817405605939,33,1
1,3600,1.385858062762,0.677223993109612,34,1
1,3600,0.662902429867773,0.544511012944559,35,1
1,3600,0.846093235862336,2.72973066652643,36,1
1,3600,1.49484519379744,-2.30476811752077,37,1
1,3600,0.676189792765798,-1.30529306172749,38,1
1,3600,0.302639641268734,-1.13676294157391,39,1
1,3600,0.673836517774378,-1.77753834710541,40,1
1,3600,1.40876919356318,3.09166571219418,41,1
1,3600,0.813046468520307,-1.82473913882516,42,1
1,3600,0.915218287316243,-1.39199269181898,43,1
1,3600,0.656219385453622,-1.40055718438431,44,1
1,3600,0.584863065762485,-1.36862090221121,45,1
1,3600,0.802724797088174,0.51253077132945,46,1
1,3600,0.604987719922719,0.829995854904704,47,1
1,3600,0.399181308463816,-1.39424457014958,48,1
1,3600,3.2307192479084,-0.5129421699697,49,1
1,3600,1.2939116322228,-1.03802659457656,50,2
1,3600,2.5884638327025,-1.32373545253885,51,2
1,3600,3.32776197154096,-2.21879455279706,52,2
1,3600,1.09816117782616,-1.844027379287,53,2
